Festival.name;Festival.month;Festival.isFamous;Festival.website;Festival.city_id;Festival.department_id;Festival.region_id
SCÈNES DE RUE;07;1;www.mulhouse.fr;MULHOUSE;Haut-Rhin;Alsace
SABLE SHOW;07;;villers-sur-mer.fr;VILLERS SUR MER;Calvados;Basse-Normandie
ROCKYSSIMÔMES;07;;www.sable-culture.fr;SABLE SUR SARTHE;Sarthe;Pays de la Loire
ROCK'N CAUX;07;;www.rockncaux.org;STE MARGUERITE SUR MER;Seine-Maritime;Haute-Normandie
ROCK PRESERV';07;;www.myspace.com/rockpreserv;BROUT VERNET;Allier;Auvergne
ROCK EN STOCK FESTIVAL;07;;www.rockenstock.org;ETAPLES;Pas-de-Calais;Nord-Pas-de-Calais
RENCONTRES BREL;07;;www.rencontresbrel.com;ST PIERRE DE CHARTREUSE;Isère;Rhône-Alpes
QUARTIERS D'ÉTÉ;07;;www.crij-bretagne.com;RENNES;Ille-et-Vilaine;Bretagne
PAUSE GUITARE;07;;www.arpegesettremolos.net;ALBI;Tarn;Midi-Pyrénées
PARIS QUARTIER D'ÉTÉ;07;;www.quartierdete.com;PARIS;Paris;Ile-de-France
PALEO FESTIVAL NYON;07;;www.paleo.ch;NYON 1;Ain;Rhône-Alpes
NUITS PÉPLUM D'ALESIA;07;;www.lesnuitspeplumdalesia.com;VENAREY LES LAUMES;Côte-d'Or;Bourgogne
NICE JAZZ FESTIVAL;07;;www.nicejazzfestival.fr;NICE;Alpes-Maritimes;Provence-Alpes-Côte-d'Azur
MUSIQUES EN STOCK;07;;www.musiques-en-stock.com;CLUSES;Haute-Savoie;Rhône-Alpes
MUSIQUES À GARDANNE;07;;www.ville-gardanne.fr;GARDANNE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
MUSILAC;07;;www.musilac.com;GRENOBLE;Isère;Rhône-Alpes
MUSIKS À MANOSQUE;07;;www.adcalaffiche.fr;MANOSQUE;Alpes-de-Haute-Provence;Provence-Alpes-Côte-d'Azur
MUSICOPARC;07;;www.rosny93.fr;ROSNY SOUS BOIS;Seine-Saint-Denis;Ile-de-France
MONTJOUX FESTIVAL;07;;www.montjouxfestival.com;THONON LES BAINS;Haute-Savoie;Rhône-Alpes
LONGWY LA NUIT;07;;www.mairie-longwy.fr;LONGWY-BAS;Meurthe-et-Moselle;Lorraine
LEZ'ARTS SCÉNIQUES;07;;www.lezartssceniques.com;SELESTAT;Bas-Rhin;Alsace
Les Z'ESTIVALES;07;;www.ville-lehavre.fr;LE HAVRE;Seine-Maritime;Haute-Normandie
Les ZACCROS D'MA RUE;07;;www.zaccros.org;NEVERS;Nièvre;Bourgogne
Les VOIX DU GAOU;07;;www.voixdugaou.fr;MARSEILLE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
Les VIREVOLTÉS;07;;www.lesvirevoltes.org;VIRE;Calvados;Basse-Normandie
Les TRADIGORDINES;07;;tradigordines.chez-alice.fr/topic/index.html;LALINDE;Dordogne;Aquitaine
Les TERRES DU SON;07;;www.terresduson.com;ST PIERRE DES CORPS;Indre-et-Loire;Centre
Les TERRASSES DU JEUDI;07;;www.terrassesdujeudi.fr;ROUEN;Seine-Maritime;Haute-Normandie
Les SORTIES DE BAIN;07;;www.sortiesdebain.com;GRANVILLE;Manche;Basse-Normandie
Les OCÉANIQUES;07;;www.ville-tarnos.fr;TARNOS;Landes;Aquitaine
Les NUITS SALINES;07;;nuitssalines.free.fr;BATZ SUR MER;Loire-Atlantique;Pays de la Loire
Les NUITS DU SUD;07;;www.nuitsdusud.com;VENCE;Alpes-Maritimes;Provence-Alpes-Côte-d'Azur
Les NOCTIBULES;07;;www.bonlieu-annecy.com;ANNECY;Haute-Savoie;Rhône-Alpes
Les MUSICOMANIES;07;;www.spectacles-evenements.com;PARIS;Paris;Ile-de-France
Les MÉLOMANIES;07;;mjcromilly.pagesperso-orange.fr;ROMILLY SUR SEINE;Aube;Champagne-Ardenne
Les FÊTES MARITIMES DE DOUARNENEZ;07;;www.tempsfetes-dz.com;DOUARNENEZ;Finistère;Bretagne
Les FESTI'CAVES;07;;www.myspace.com/festicaves;LE FRASNOIS;Jura;Franche-Comté
Les EUROCKÉENNES DE BELFORT;07;1;www.eurockeennes.fr;BAVILLIERS;Territoire de Belfort;Franche-Comté
Les ESTIVALES DE PORNIC;07;;www.acap-pornic.com;PORNIC;Loire-Atlantique;Pays de la Loire
Les DÉFERLANTES D'ARGELÈS-SUR-MER;07;;www.lesdeferlantesdargelessurmer.com;PERPIGNAN;Pyrénées-Orientales;Languedoc-Roussillon
Les AUTHENTIKS;07;;www.locomysic.com;VIENNE;Isère;Rhône-Alpes
Les AFFRANCHIS;07;;www.lecarroi.org;LA FLECHE;Sarthe;Pays de la Loire
Le GRAND SOUK;07;;www.legrandsouk.com;RIBERAC;Dordogne;Aquitaine
Le CHANT DE FOIRE;07;;www.lechantdefoire.com;BOURNEZEAU;Vendée;Pays de la Loire
La TOUR PREND L'AIR;07;;www.kontshasso.net;VOISINS LE BRETONNEUX;Yvelines;Ile-de-France
La PLEINE LUNE;07;;www.lapleinelune.com;PAYZAC;Ardèche;Rhône-Alpes
La PAMPARINA;07;;www.pamparinalefestival.com;THIERS;Puy-de-Dôme;Auvergne
La GUERRE DU SON;07;;www.laguerreduson.com;COLOMBIER FONTAINE;Doubs;Franche-Comté
JAZZ À JUAN;07;;www.jazzajuan.fr;ANTIBES;Alpes-Maritimes;Provence-Alpes-Côte-d'Azur
GARANCE REGGAE FESTIVAL;07;;garancereggaefestival.com/kingston-village;PARIS;Paris;Ile-de-France
FREE MUSIC FESTIVAL;07;;www.freemusic-festival.com;MONTENDRE;Charente-Maritime;Poitou-Charentes
FRANCOFOLIES;07;1;www.francofolies.fr;LA ROCHELLE;Charente-Maritime;Poitou-Charentes
FÊTES ESCALES À VENISSIEUX;07;;www.ville-venissieux.fr;VENISSIEUX;Rhône;Rhône-Alpes
FÊTE DE LA CRÈPE;07;;www.fete-de-la-crepe.com;GOURIN;Morbihan;Bretagne
FEST'ROUTE;07;;www.fest-route.com;SECHERAS;Ardèche;Rhône-Alpes
FESTIVAL SOUS LES PINS;07;;www.chateauneuf-les-martigues.fr;CHATEAUNEUF LES MARTIGUES;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
Festival KANN AL LOAR;07;;kann-al-loar.com;LANDERNEAU;Finistère;Bretagne
FESTIVAL INTERNATIONAL D'AIRVAULT;07;;airvaudais-valduthouet.csc79.org;AIRVAULT;Deux-Sèvres;Poitou-Charentes
FESTIVAL EN OTHE ET EN ARMANCE;07;;www.festivalenothe.org;AUXON;Aube;Champagne-Ardenne
FESTIVAL EHZ;07;;www.ehz-festibala.com;HASPARREN;Pyrénées-Atlantiques;Aquitaine
FESTIVAL DU RYTHME EN CEVENNES;07;;www.festivaldurythme.fr;ST JEAN DU PIN;Gard;Languedoc-Roussillon
FESTIVAL DU COL DES 1000;07;;www.coldes1000.com;VOIRON;Isère;Rhône-Alpes
FESTIVAL D'ÉTE DE VALENCE;07;;ville-valence.fr;VALENCE;Drôme;Rhône-Alpes
FESTIVAL DES VIEILLES CHARRUES;07;1;www.vieillescharrues.asso.fr;CARHAIX;Finistère;Bretagne
FESTIVAL DE THAU;07;;www.festivaldethau.com;MEZE;Hérault;Languedoc-Roussillon
FESTIVAL DE SEDIÈRES;07;;www.sedieres.fr;TULLE;Corrèze;Limousin
FESTIVAL DE RADIO FRANCE ET MONTPELLIER;07;;www.festivalradiofrancemontpellier.com;MONTPELLIER;Hérault;Languedoc-Roussillon
FESTIVAL DE POUPET;07;;www.festival-poupet.com;ST MALO DU BOIS;Vendée;Pays de la Loire
FESTIVAL DE NEOULES;07;;festivaldeneoules.com;NEOULES;Var;Provence-Alpes-Côte-d'Azur
FESTIVAL DE LORMES;07;;www.morvan-des-lacs.com;LORMES;Nièvre;Bourgogne
FESTIVAL DE LA VOIX;07;;www.moissac-festivaldelavoix.fr;MOISSAC;Tarn-et-Garonne;Midi-Pyrénées
FESTIVAL DE LA PAILLE;07;;www.festivalpaille.fr;PONTARLIER;Doubs;Franche-Comté
FESTIVAL DE CORNOUAILLE;07;;www.festival-cornouaille.com;QUIMPER;Finistère;Bretagne
FESTIVAL DE CARCASSONNE;07;;www.festivaldecarcassonne.com;CARCASSONNE;Aude;Languedoc-Roussillon
FESTIVAL DE BOUCHE-À-OREILLE;07;;www.festival-jura.com;ST JULIEN;Jura;Franche-Comté
FESTIVAL COUNTRY MUSIC MIRANDE;07;;www.country-musique.com;MIRANDE;Gers;Midi-Pyrénées
Festival BEAUREGARD;07;1;ww.festivalbeauregard.com;HEROUVILLE ST CLAIR;Calvados;Basse-Normandie
FESTIVAL AU VILLAGE;07;;festivalauvillage.free.fr;BRIOUX SUR BOUTONNE;Deux-Sèvres;Poitou-Charentes
FESTIVAL AJC !;07;;www.ajcfestival.fr;ABBEVILLE;Somme;Picardie
FESTI'ROC;07;;www.festiroc.com;CHATEAUBRIANT;Loire-Atlantique;Pays de la Loire
ESTIVOCE;07;;www.centreculturelvoce.org;PIGNA;Haute-Corse;Corse
ESTIVADA;07;;estivada-rodez.eu;RODEZ;Aveyron;Midi-Pyrénées
ERROBIKO FESTIBALA;07;;errobikofestibala.free.fr/;BAYONNE;Pyrénées-Atlantiques;Aquitaine
DO MAIS EN CORPS;07;;www.domaisencorps.com;DOMAIZE;Puy-de-Dôme;Auvergne
CRAZY WEEK;07;;www.crazyweek.fr;NICE;Alpes-Maritimes;Provence-Alpes-Côte-d'Azur
CLAIR DE NUIT;07;;www.clairdenuit.fr;BARR;Bas-Rhin;Alsace
CHAUFFER DANS LA NOIRCEUR;07;;www.chaufferdanslanoirceur.org;MONTMARTIN SUR MER;Manche;Basse-Normandie
CHANSONS DE PAROLE;07;;www.chansonsdeparole.com;BARJAC;Gard;Languedoc-Roussillon
CALVI ON THE ROCKS;07;;www.calviontherocks.com;PARIS;Paris;Ile-de-France
CABARET FRAPPÉ;07;;www.cabaret-frappe.com;GRENOBLE;Isère;Rhône-Alpes
BOBITAL, L'ARMOR A SONS FESTIVAL;07;;www.bobital-festival.fr;BOBITAL;Côtes-d'Armor;Bretagne
BIG FESTIVAL;07;;www.bigfest.fr;PARIS;Paris;Ile-de-France
BÊTES DE SCÈNE !;07;;www.noumatrouff.fr;MULHOUSE;Haut-Rhin;Alsace
AYMON FOLK FESTIVAL;07;;www.myspace.com/aymonfolkfestival;CHARLEVILLE MEZIERES;Ardennes;Champagne-Ardenne
AU PONT DU ROCK;07;;www.aupontdurock.com;MALESTROIT;Morbihan;Bretagne
AU FOIN DE LA RUE;07;;www.aufoindelarue.com;ST DENIS DE GASTINES;Mayenne;Pays de la Loire
ATOUT ARTS;07;;www.theatre-thouars.com;THOUARS;Deux-Sèvres;Poitou-Charentes
ASTROPOLIS;07;1;www.astropolis.org;BREST;Finistère;Bretagne
ARTIST'O CHAMPS;07;;artistochamps.com;VIHIERS;Maine-et-Loire;Pays de la Loire
ART SONIC;07;;www.festival-artsonic.com;BRIOUZE;Orne;Basse-Normandie
31 NOTES D'ÉTÉ;07;;www.31notesdete.fr;TOULOUSE;Haute-Garonne;Midi-Pyrénées
1 BRIN D'ZIK;07;;www.1brindzik.fr;ST JULIEN EN GENEVOIS;Haute-Savoie;Rhône-Alpes
VOIX DE FEMMES;06;;www.voix-de-femmes.fr;MAURY;Pyrénées-Orientales;Languedoc-Roussillon
VIVONNE FÊTE LA MUSIQUE;06;;www.vienneinfo.org/vivonne;VIVONNE;Vienne;Poitou-Charentes
TAPAROLE;06;;www.festivaltaparole.org;PANTIN;Seine-Saint-Denis;Ile-de-France
SUR LA ROUTE DE TULLINS;06;;www.tullinsfestival.com;TULLINS;Isère;Rhône-Alpes
SOLIDAYS;06;;www.solidays.com;PARIS;Paris;Ile-de-France
SOIRS AU VILLAGE;06;1;www.myspace.com/soirsauvillage;ST CALAIS;Sarthe;Pays de la Loire
SKABAZAC FESTIVAL;06;;www.skabazac.com;ONET LE CHATEAU;Aveyron;Midi-Pyrénées
SAKIFO MUSIK FESTIVAL;06;;www.sakifo.com;ST PIERRE, REUNION;Réunion;DOM-TOM
RUES ET CIE;06;;www.epinal.fr;EPINAL;Vosges;Lorraine
RICARD S.A. LIVE MUSIC;06;;www.ricardsa-livemusic.com;PARIS;Paris;Ile-de-France
RENCONTRES & RACINES;06;;www.audincourt.com;AUDINCOURT;Doubs;Franche-Comté
QUAND JE PENSE A FERNANDE;06;;www.sete.fr;SETE;Hérault;Languedoc-Roussillon
PROG'SUD FESTIVAL;06;;www.progsudfestival.fr;MARSEILLE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
PERCU 6 MIX;06;;www.snark.fr;CAEN;Calvados;Basse-Normandie
PAPILLONS DE NUIT;06;1;www.papillonsdenuit.com;ST POIS;Manche;Basse-Normandie
ONZE BOUGE;06;;festivalonze.org;PARIS;Paris;Ile-de-France
MONTEREAU CONFLUENCES;06;;www.festival-montereau.fr;MONTEREAU;Seine-et-Marne;Ile-de-France
MIX UP FESTIVAL;06;;www.mixupfestival.com;CREIL;Oise;Picardie
Les SIESTES ÉLECTRONIQUES;06;;www.les-siestes-electroniques.com;TOULOUSE;Haute-Garonne;Midi-Pyrénées
Les ROCKTAMBULES;06;;www.rocktambules.fr;ROUSSON;Gard;Languedoc-Roussillon
Les NUITS MÉTIS;06;;www.nuits-metis.org;MARSEILLE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
Les MOUILLOTINS EN FANFARE;06;;www.mouillotins.fr;CUILLE;Mayenne;Pays de la Loire
Les MOISSONS ROCK;06;;www.moissonsrock.org;JUVIGNY;Marne;Champagne-Ardenne
Les INVITÉS DE VILLEURBANNE;06;;invites.villeurbanne.fr;VILLEURBANNE;Rhône;Rhône-Alpes
Les HÉTÉROCLITES;06;;www.lesheteroclites.fr;ST LO;Manche;Basse-Normandie
Les FOLIES DE MAUBEUGE;06;;festivallesfolies.com;MAUBEUGE;Nord;Nord-Pas-de-Calais
Les ESTIVALES DU CHÂTEAU;06;;www.estivalesduchateau.com;CHAMBERY;Savoie;Rhône-Alpes
Les CLAYESCIBELS;06;;www.lesclayessousbois.fr;LES CLAYES SOUS BOIS;Yvelines;Ile-de-France
Les ART'ZIMUTÉS;06;;www.lesartzimutes.com;TOURLAVILLE;Manche;Basse-Normandie
Les 3 ELEPHANTS;06;;www.les3elephants.com;LAVAL;Mayenne;Pays de la Loire
Le ROCK DANS TOUS SES ÉTATS;06;;www.lerock.org;EVREUX;Eure;Haute-Normandie
Le GRAND UNISSON;06;;www.ville-saintjeandelaruelle.fr;ST JEAN DE LA RUELLE;Loiret;Centre
L'ARC-EN-CIEL DES FAUBOURGS;06;;festivalfanfare.free.fr;MONTPELLIER;Hérault;Languedoc-Roussillon
La PALENE;06;;www.lapalene.fr;ROUILLAC;Charente;Poitou-Charentes
La GOUTTE D'OR EN FÊTE;06;;www.gouttedorenfete.org;PARIS;Paris;Ile-de-France
La FERME DU ROCK;06;1;www.lafermedurock.fr;CINQUEUX;Oise;Picardie
La CITADELLE EN BORDEES;06;;citadelleenbordees.fr;DUNKERQUE;Nord;Nord-Pas-de-Calais
JOUR DE FÊTE;06;;www.maccreteil.com;CRETEIL;Val-de-Marne;Ile-de-France
JAZZ AU JARDIN;06;;www.melaninemobilevibe.com;LES ULIS;Essonne;Ile-de-France
IDA Y VUELTA;06;;www.casamusicale.net;PERPIGNAN;Pyrénées-Orientales;Languedoc-Roussillon
HELLFEST;06;1;www.hellfest.fr;LE FUILET;Maine-et-Loire;Pays de la Loire
FURIA SOUND FESTIVAL;06;;www.furia.tm.fr;CERGY PONTOISE;Val d'oise;Ile-de-France
FESTIV'ÉTÉ MUSICALES;06;;festiv.free.fr;MOUTIERS SOUS CHANTEMERLE;Deux-Sèvres;Poitou-Charentes
FESTIVAL PIC'ARTS;06;;www.festival-picarts.com;MONAMPTEUIL;Aisne;Picardie
Festival MUSIK À PILE;06;;www.musikapile.fr;BORDEAUX;Gironde;Aquitaine
FESTIVAL JDM;06;;www.jardin-du-michel.fr;BULLIGNY;Meurthe-et-Moselle;Lorraine
FESTIVAL DES FANFARES DE MONTPELLIER;06;;festivalfanfare.free.fr;MONTPELLIER;Hérault;Languedoc-Roussillon
FESTIVAL DES AGGLOS;06;;www.festivaldesagglos.com;PORT DE BOUC;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
FESTIVAL DE PARIGNY-LES-VAUX;06;;www.parigny.com;PARIGNY LES VAUX;Nièvre;Bourgogne
FESTIVAL DE L'OH;06;;www.festival-oh.org;CRETEIL;Val-de-Marne;Ile-de-France
Festival AUX ARTS ETC.;06;;www.auxartsetc.fr;ECOUFLANT;Maine-et-Loire;Pays de la Loire
Festival ABRACADA'SONS;06;;www.myspace.com/staccatocrew;MIRAMONT DE GUYENNE;Lot-et-Garonne;Aquitaine
FAITES DE LA CHANSON;06;;www.didouda.net;ARRAS;Pas-de-Calais;Nord-Pas-de-Calais
ECLATS DE VOIX;06;;eclatsdevoix.com;PREIGNAN;Gers;Midi-Pyrénées
DECIBULLES;06;;www.decibulles.com;NEUVE EGLISE;Bas-Rhin;Alsace
CONTRE-TEMPS;06;;www.contre-temps.net;STRASBOURG;Bas-Rhin;Alsace
BLUES EN BOURGOGNE;06;;www.festival-du-blues.com;LE CREUSOT;Saône-et-Loire;Bourgogne
AUCARD DE TOURS;06;;www.radiobeton.com/aucard;TOURS;Indre-et-Loire;Centre
ART ROCK;06;1;www.artrock.org;ST BRIEUC;Côtes-d'Armor;Bretagne
ARDÈCHE ALUNA FESTIVAL;06;;www.ardeche-festivaluna.com;RUOMS;Ardèche;Rhône-Alpes
ALGUES AU RYTHME;06;;www.alguesaurythme.com;ARRADON;Morbihan;Bretagne
WAZEMMES L'ACCORDÉON;05;;www.flonflons.eu;LILLE;Nord;Nord-Pas-de-Calais
VILLETTE SONIQUE;05;;www.villettesonique.com;PARIS;Paris;Ile-de-France
VEYRACOMUSIES;05;;www.veyracomusies.com;VEYRAC;Haute-Vienne;Limousin
TRADENVIE;05;;www.tradenvie.fr;PAVIE;Gers;Midi-Pyrénées
SUR LES POINTES;05;;www.surlespointes.fr;VITRY SUR SEINE;Val-de-Marne;Ile-de-France
SPRING FESTIVAL;05;;www.rocktime.org;ALBI;Tarn;Midi-Pyrénées
SONORE;05;;www.freesonore.com;BREST;Finistère;Bretagne
SECONDE NATURE;05;;www.secondenature.org;AIX EN PROVENCE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
RENCONTRES D'ICI ET D'AILLEURS;05;;www.oposito.fr;NOISY LE SEC;Seine-Saint-Denis;Ile-de-France
PAROLES ET MUSIQUES;05;;www.paroles-et-musiques.net;ST ETIENNE;Loire;Rhône-Alpes
MUSIQUES EN MAI;05;;www.scenes-territoires.fr;MAXEVILLE;Meurthe-et-Moselle;Lorraine
MUSIQUE ACTION;05;;www.musiqueaction.com;VANDOEUVRE;Meurthe-et-Moselle;Lorraine
MAGIC BUS;05;;www.dynamusic.net;GRENOBLE;Isère;Rhône-Alpes
L'ÎLE AUX MIX;05;;www.lileauxmix.com;CERGY ST CHRISTOPHE;Val d'oise;Ile-de-France
L'HUMOUR DES NOTES;05;;www.humour-des-notes.com;HAGUENAU;Bas-Rhin;Alsace
Les VOCALES DE THÔNES;05;;www.vocales.fr;THONES;Haute-Savoie;Rhône-Alpes
Les TURBULENTES;05;;www.leboulon.fr;VIEUX CONDE;Nord;Nord-Pas-de-Calais
Le PETIT FESTIVAL DES DINDES FOLLES;05;;www.dindesfolles.com;RIVOLET;Rhône;Rhône-Alpes
Le FACS;05;;www.myspace.com/lefacs;BRESSUIRE;Deux-Sèvres;Poitou-Charentes
L'AIR DU TEMPS;05;;www.bainsdouches-lignieres.com.fr;LIGNIERES;Cher;Centre
La MARMITE FESTIVAL;05;;www.tousceschaps.org;ROEZE SUR SARTHE;Sarthe;Pays de la Loire
La 7ÈME VAGUE;05;;www.7vague.com;BRETIGNOLLES SUR MER;Vendée;Pays de la Loire
HIPPOCAMPUS FESTIVAL;05;;www.festival-hippocampus.com;CLERMONT FERRAND;Puy-de-Dôme;Auvergne
FIMU;05;;www.fimu.com;BELFORT;Territoire de Belfort;Franche-Comté
FÊTE DE L'HUMANITÉ (TOULOUSE);05;;www.fetehuma31.fr;TOULOUSE;Haute-Garonne;Midi-Pyrénées
FÊTE DE L'HUMANITÉ (GIRONDE);05;;www.fetehuma33.org;BORDEAUX;Gironde;Aquitaine
Festival ROLLING SAONE;05;;www.rolling-saone.fr;GRAY;Haute-Saône;Franche-Comté
Festival PATCHWORK;05;;www.patchwork-festival.com;CERGY;Val d'oise;Ile-de-France
FESTI'VAL D'OLT;05;;www.festivaldolt.org;LE BLEYMARD;Lozère;Languedoc-Roussillon
Festival des MUSIQUES DE LÂME;05;;www.musiquesdelame.fr;LAVALETTE;Haute-Garonne;Midi-Pyrénées
FESTIVAL DE LA CASSINE;05;;www.la-cassine.com;VENDRESSE;Ardennes;Champagne-Ardenne
EUROPAVOX;05;;www.europavox.com;CLERMONT FERRAND;Puy-de-Dôme;Auvergne
DEMIGNY ON THE ROCK;05;;www.mjcdemigny.info;DEMIGNY;Saône-et-Loire;Bourgogne
DELIRIUM FEST;05;;www.myspace.com/deliriumtremensprod;CHALONS EN CHAMPAGNE;Marne;Champagne-Ardenne
COSMIC TRIP;05;;www.cosmictripfestival.fr;BOURGES;Cher;Centre
CONTREBANDE;05;;perso.wanadoo.fr/arel;REVIN;Ardennes;Champagne-Ardenne
CHAPITEUF;05;;www.chapiteuf.com;CARCASSONNE;Aude;Languedoc-Roussillon
BAINS DE RUE;05;;www.ville-clichy.fr;CLICHY;Hauts-de-Seine;Ile-de-France
ALL ACCESS;05;;www.myspace.com/festivalallaccess;ETAMPES;Essonne;Ile-de-France
6E CONTINENT;05;;www.sixiemecontinent.net;LYON;Rhône;Rhône-Alpes
ROOTS DANS LA VALLÉE;11;;www.myspace.com/rootsdanslavallee;CHAVAGNE;Ille-et-Vilaine;Bretagne
Rencontres TAMBOR Y CANTO;11;;assospicante.com;MARSEILLE;Bouches-du-Rhône;Provence-Alpes-Côte-d'Azur
ORIGINES CONTROLÉES;11;;www.tactikollectif.org;TOULOUSE;Haute-Garonne;Midi-Pyrénées
OH ! LES VOIX;11;;www.oh-les-voix.com;FLEURY MEROGIS;Essonne;Ile-de-France
NUITS TRAD ÉPICÉES;11;;www.viellux.com;HENRICHEMONT;Cher;Centre
NUITS CAPITALES;11;;nuitscapitales.com;PARIS;Paris;Ile-de-France
NOUVELLES VOIX;11;;www.myspace.com/festivalnouvellesvoix;VILLEFRANCHE SUR SAONE;Rhône;Rhône-Alpes
MUSIQUES VOLANTES;11;;www.musiques-volantes.org;METZ;Moselle;Lorraine
Les RENDEZ-VOUS SONIQUES;11;;www.lesrendezvoussoniques.com;ST LO;Manche;Basse-Normandie
Les OREILLES EN POINTE;11;;www.oreillesenpointe.com;FIRMINY;Loire;Rhône-Alpes
Les INROCKS;11;1;www.lesinrocks.com;PARIS;Paris;Ile-de-France
Les INDISCIPLINÉES;11;;www.lesindisciplinees.com;LORIENT;Morbihan;Bretagne
Les BORÉALES;11;;www.crlbn.fr;CAEN;Calvados;Basse-Normandie
GUITARES;11;;www.netleoville.org;VILLEURBANNE;Rhône;Rhône-Alpes
FESTIVAL STRASBOURG-MÉDITERRANÉE;11;;www.strasmed.com;STRASBOURG;Bas-Rhin;Alsace
FESTIVAL POLYROCK;11;;www.regie-scene.com;BREST;Finistère;Bretagne
Festival MUSIC ALLEMAND;11;;www.music-allemand.com;PARIS;Paris;Ile-de-France
FAIRPLAYLIST;11;;fairplaylist.org;PARIS;Paris;Ile-de-France
DROP'N'ROCK;11;;www.dropnrock.com;ST DIE;Vosges;Lorraine
CHANTS D'ELLES;11;;www.festivalchantsdelles.org;ROUEN;Seine-Maritime;Haute-Normandie
BEBOP FESTIVAL;11;;www.bebop-festival.com;LE MANS;Sarthe;Pays de la Loire
VOIX/PUBLICS;10;;www.theatresimonesignoret.fr;CONFLANS STE HONORINE;Yvelines;Ile-de-France
VILLES DES MUSIQUES DU MONDE;10;;www.villesdesmusiquesdumonde.com;AUBERVILLIERS;Seine-Saint-Denis;Ile-de-France
TRANSAMAZONIENNES;10;;www.transportationlabel.com;ST LAURENT DU MARONI;Guyane;DOM-TOM
TOULOUSE METAL FEST;10;;www.myspace.com/toulousemetalfest;BORDEAUX;Gironde;Aquitaine
TANGO SWING ET BRETELLES;10;;www.embarcadere-montceau.fr;MONTCEAU LES MINES;Saône-et-Loire;Bourgogne
SONN'AUTOMNE;10;;www.ville-huningue.fr/fr/le-triangle;HUNINGUE;Haut-Rhin;Alsace
SCOPITONE;10;;www.scopitone.org;NANTES;Loire-Atlantique;Pays de la Loire
SCÈNES D'AUTOMNE;10;;www.debroussaillons-lexpression.com;ST MAURICE LES BROUSSES;Haute-Vienne;Limousin
ROCKTAMBULE;10;;www.rocktambule.com;GRENOBLE;Isère;Rhône-Alpes
ROCK À L'USINE;10;;www.rockalusine.fr;MEISENTHAL;Moselle;Lorraine
RIDDIM COLLISION;10;;www.jarringeffects.net;LYON;Rhône;Rhône-Alpes
O' TROC TONE;10;;www.pleaswait.com;TOULOUSE;Haute-Garonne;Midi-Pyrénées
Ô LES CHOEURS;10;;www.elizabethmydear.org;TULLE;Corrèze;Limousin
NOVOSONIC;10;;www.myspace.com/novosonic;DIJON;Côte-d'Or;Bourgogne
NÖRDIK IMPAKT;10;;www.nordik.org;CAEN;Calvados;Basse-Normandie
NANCY JAZZ PULSATIONS;10;1;www.nancyjazzpulsations.com;NANCY;Meurthe-et-Moselle;Lorraine
MUZIC AZIMUT;10;;www.muzicazimut.fr;FLERS;Orne;Basse-Normandie
MUSIKADONF FESTIVAL;10;;www.myspace.com/musikadonf;ORCHIES;Nord;Nord-Pas-de-Calais
MOSAÏK AUX MUREAUX;10;;www.mosaikauxmureaux.com;LES MUREAUX;Yvelines;Ile-de-France
MIX UN MAX;10;;www.mjc-montlucon.asso.fr;MONTLUCON;Allier;Auvergne
L'HERBE-EN-ZIK;10;;www.lherbeenzik.org;BESANCON;Doubs;Franche-Comté
Les ROCKOMOTIVES;10;;www.rockomotives.com;VENDOME;Loir-et-Cher;Centre
Les RENDEZ-VOUS DE TERRES NEUVES;10;;www.lesrdvdeterresneuves.com;BEGLES;Gironde;Aquitaine
Les PRIMEURS DE MASSY;10;;www.primeurs-massy.com;MASSY;Essonne;Ile-de-France
Les NUITS EUROPÉENNES;10;;www.lesnuits.eu;STRASBOURG;Bas-Rhin;Alsace
Les NUITS DE CHAMPAGNE;10;;www.nuitsdechampagne.com;TROYES;Aube;Champagne-Ardenne
Les MUSICALES DE BASTIA;10;;www.musicales-de-bastia.com;BASTIA;Haute-Corse;Corse
Les EXPRESSIFS;10;;www.lesexpressifs.com;POITIERS;Vienne;Poitou-Charentes
Les BAINS NUMÉRIQUES;10;;www.bainsnumeriques.fr;ENGHIEN LES BAINS;Val d'oise;Ile-de-France
Le POULPAPHONE;10;;poulpaphone.agglo-boulonnais.fr;BOULOGNE/MER;Pas-de-Calais;Nord-Pas-de-Calais
Le GRAND SOUFFLET;10;;accordeon-festival.com;CHARTRES DE BRETAGNE;Ille-et-Vilaine;Bretagne
Le FESTIVAL DU VENT;10;;www.lefestivalduvent.com;CALVI;Haute-Corse;Corse
Le CHAINON MANQUANT;10;;www.fntav.com;TOURNEFEUILLE;Haute-Garonne;Midi-Pyrénées
KOUD'JU FESTIVAL;10;;www.koudju.com;BRIE COMTE ROBERT;Seine-et-Marne;Ile-de-France
INSOLENT FESTIVAL;10;;www.regie-scene.com;BREST;Finistère;Bretagne
